date,price
2003-06-11,517.5
2003-06-18,522.5
2003-06-25,572.5
2003-07-02,611.0
2003-07-09,640.0
2003-07-16,690.5
2003-07-23,695.0
2003-07-30,677.0
2003-08-06,681.0
2003-08-13,705.0
2003-08-20,731.5
2003-08-27,724.0
2003-09-03,707.5
2003-09-10,736.2
2003-09-17,731.0
2003-09-24,731.0
2003-10-01,790.0
2003-10-08,881.5
2003-10-15,956.5
2003-10-22,957.0
2003-10-29,942.0
2003-11-05,949.5
2003-11-12,887.5
2003-11-19,820.5
2003-11-26,794.0
2003-12-03,745.5
2003-12-10,745.5
2003-12-17,788.2
2003-12-24,795.0
2003-12-31,815.0
2004-01-07,897.5
2004-01-14,892.5
2004-01-21,903.5
2004-01-28,920.0
2004-02-04,933.7
2004-02-11,933.5
2004-02-18,943.5
2004-02-25,942.0
2004-03-03,885.0
2004-03-10,884.7
2004-03-17,835.5
2004-03-24,816.3
2004-03-31,776.2
2004-04-07,777.5
2004-04-14,722.5
2004-04-21,666.3
2004-04-28,578.7
2004-05-05,569.5
2004-05-12,533.5
2004-05-19,511.0
2004-05-26,498.5
2004-06-02,504.7
2004-06-09,501.5
2004-06-16,455.0
2004-06-23,463.5
2004-06-30,458.7
2004-07-07,461.0
2004-07-14,450.0
2004-07-21,456.0
2004-07-28,472.5
2004-08-04,498.7
2004-08-11,553.0
2004-08-18,636.7
2004-08-25,655.0
2004-09-01,670.0
2004-09-08,677.5
2004-09-15,681.7
2004-09-22,708.8
2004-09-29,696.8
2004-10-06,715.5
2004-10-13,717.5
2004-10-20,758.0
2004-10-27,745.5
2004-11-03,746.5
2004-11-10,763.0
2004-11-17,721.5
2004-11-24,736.5
2004-12-01,681.5
2004-12-08,669.0
2004-12-15,624.0
2004-12-22,599.0
2004-12-29,570.0
2005-01-05,581.3
2005-01-12,552.5
2005-01-19,582.5
2005-01-26,575.0
2005-02-02,556.0
2005-02-09,536.0
2005-02-16,549.5
2005-02-23,547.5
2005-03-02,540.0
2005-03-09,541.0
2005-03-16,539.5
2005-03-23,548.0
2005-03-30,539.5
2005-04-06,542.5
2005-04-13,567.0
2005-04-20,578.0
2005-04-27,584.0
2005-05-04,575.5
2005-05-11,574.2
2005-05-18,573.0
2005-05-25,545.0
2005-06-01,512.0
2005-06-08,507.0
2005-06-15,471.4
2005-06-22,473.9
2005-06-29,475.1
2005-07-06,505.7
2005-07-09,1220.0
2005-07-13,537.9
2005-07-20,556.9
2005-07-27,566.7
2005-08-03,554.4
2005-08-10,553.4
2005-08-17,617.8
2005-08-24,613.3
2005-08-31,656.2
2005-09-07,917.4
2005-09-14,987.1
2005-09-21,1094.2
2005-09-28,1103.7
2005-10-05,1098.7
2005-10-12,1106.2
2005-10-19,1179.9
2005-10-26,1279.9
2005-11-02,1369.9
2005-11-09,1368.7
2005-11-16,1361.2
2005-11-23,1262.4
2005-11-30,1261.7
2005-12-07,1138.4
2005-12-14,1064.4
2005-12-21,1069.5
2005-12-28,862.6
2006-01-04,946.4
2006-01-11,664.5
2006-01-18,659.0
2006-01-25,636.0
2006-02-01,549.2
2006-02-08,531.4
2006-02-15,525.3
2006-02-22,503.8
2006-03-01,515.0
2006-03-08,500.0
2006-03-15,503.8
2006-03-22,485.2
2006-03-29,482.8
2006-04-05,443.5
2006-04-12,443.5
2006-04-19,433.8
2006-04-26,418.5
2006-05-03,446.8
2006-05-10,441.5
2006-05-17,421.5
2006-05-24,417.8
2006-05-31,406.5
2006-06-07,440.0
2006-06-14,451.0
2006-06-21,461.0
2006-06-28,464.0
2006-07-05,557.5
2006-07-12,568.5
2006-07-19,538.0
2006-07-26,530.0
2006-08-02,535.3
2006-08-09,542.3
2006-08-16,598.0
2006-08-23,603.5
2006-08-30,610.0
2006-09-06,668.5
2006-09-13,671.0
2006-09-20,638.3
2006-09-27,597.0
2006-10-04,618.3
2006-10-11,607.0
2006-10-18,609.5
2006-10-25,663.3
2006-11-01,712.22
2006-11-08,654.8
2006-11-15,631.67
2006-11-22,590.0
2006-11-29,551.11
2006-12-06,551.11
2006-12-13,683.11
2006-12-20,701.11
2006-12-27,735.89
2007-01-03,860.89
2007-01-10,967.22
2007-01-17,1007.56
2007-01-24,1000.56
2007-01-31,1112.22
2007-02-07,1278.89
2007-02-14,1387.56
2007-02-21,1466.67
2007-02-28,1272.22
2007-03-07,1216.67
2007-03-14,1152.78
2007-03-21,1070.56
2007-03-28,994.44
2007-04-04,959.78
2007-04-11,851.11
2007-04-18,845.56
2007-04-25,790.33
2007-05-02,800.0
2007-05-09,757.0
2007-05-16,738.89
2007-05-23,751.44
2007-05-30,643.11
2007-06-06,658.33
2007-06-13,676.44
2007-06-20,751.44
2007-06-27,848.67
2007-07-04,829.22
2007-07-11,968.11
2007-07-18,1024.78
2007-07-25,1042.22
2007-08-01,1011.44
2007-08-08,971.89
2007-08-15,1057.0
2007-08-22,1384.78
2007-08-29,1566.67
2007-09-05,1544.44
2007-09-12,1637.56
2007-09-19,1737.78
2007-09-26,1832.5
2007-10-03,1877.5
2007-10-10,1810.8
2007-10-17,1814.0
2007-10-24,1840.3
2007-10-31,1645.0
2007-11-07,1460.0
2007-11-14,1390.0
2007-11-21,1341.0
2007-11-28,1084.0
2007-12-05,966.3
2007-12-12,962.5
2007-12-19,877.5
2007-12-26,876.2
2008-01-02,875.0
2008-01-09,860.0
2008-01-16,840.0
2008-01-23,793.8
2008-01-30,775.8
2008-02-06,768.3
2008-02-07,445.67
2008-02-13,768.3
2008-02-20,742.0
2008-02-27,719.5
2008-03-05,737.5
2008-03-12,747.3
2008-03-19,769.5
2008-03-26,741.3
2008-04-02,760.0
2008-04-06,487.5
2008-04-09,757.5
2008-04-16,743.0
2008-04-23,725.5
2008-04-30,684.3
2008-05-07,684.3
2008-05-14,704.3
2008-05-21,681.3
2008-05-28,639.82
2008-06-04,644.27
2008-06-11,643.18
2008-06-18,610.18
2008-06-25,519.27
2008-07-02,521.55
2008-07-09,548.92
2008-07-16,558.33
2008-07-23,618.75
2008-07-30,681.0
2008-08-06,753.08
2008-08-13,892.67
2008-08-20,875.0
2008-08-27,890.58
2008-09-03,936.42
2008-09-10,916.67
2008-09-17,898.92
2008-09-24,932.25
2008-10-01,927.08
2008-10-08,931.25
2008-10-12,1100.0
2008-10-15,965.58
2008-10-22,975.0
2008-10-29,972.92
2008-11-05,961.42
2008-11-12,972.92
2008-11-19,963.5
2008-11-26,945.83
2008-12-03,932.25
2008-12-10,1184.33
2008-12-17,1210.42
2008-12-24,1231.25
2008-12-31,1225.0
2009-01-07,1260.42
2009-01-14,1304.17
2009-01-21,1295.83
2009-01-28,1379.17
2009-02-04,1369.75
2009-02-11,1321.83
2009-02-18,1287.5
2009-02-25,1428.08
2009-03-04,1417.67
2009-03-11,1404.75
2009-03-18,1356.25
2009-03-25,1306.25
2009-04-01,1312.5
2009-04-08,1314.58
2009-04-11,1500.0
2009-04-15,1275.0
2009-04-22,1222.92
2009-04-29,1211.42
2009-05-06,1210.42
2009-05-13,957.25
2009-05-20,947.92
2009-05-27,935.42
2009-06-03,928.33
2009-06-10,955.42
2009-06-17,972.08
2009-06-24,984.58
2009-07-01,988.75
2009-07-08,1035.58
2009-07-15,1033.5
2009-07-22,1050.17
2009-07-29,1038.92
2009-08-05,1030.58
2009-08-12,999.33
2009-08-19,952.5
2009-08-26,995.17
2009-09-02,995.17
2009-09-09,989.58
2009-09-16,1011.5
2009-09-23,1019.75
2009-09-30,1019.75
2009-10-07,1075.0
2009-10-14,1332.33
2009-10-21,1407.33
2009-10-28,1557.33
2009-11-04,1557.33
2009-11-11,1503.08
2009-11-18,1631.25
2009-11-25,1569.75
2009-12-02,1561.42
2009-12-09,1545.83
2009-12-16,1607.25
2009-12-23,1666.67
2009-12-30,1656.25
2010-01-06,1665.58
2010-01-12,2472.22
2010-01-13,1734.33
2010-01-20,1741.67
2010-01-27,1666.67
2010-02-03,1588.5
2010-02-06,800.0
2010-02-10,1606.25
2010-02-17,1593.75
2010-02-24,1545.83
2010-03-03,1463.5
2010-03-10,1385.42
2010-03-17,1347.92
2010-03-24,1242.0
2010-03-31,1252.27
2010-04-07,1032.14
2010-04-14,907.14
2010-04-21,950.0
2010-04-28,946.43
2010-05-05,900.0
2010-05-12,882.5
2010-05-19,880.0
2010-05-26,843.7
2010-06-02,900.0
2010-06-09,833.7
2010-06-16,833.7
2010-06-23,868.18
2010-06-30,875.0
2010-07-07,902.27
2010-07-14,920.45
2010-07-21,995.45
2010-07-28,1109.09
2010-08-04,1115.91
2010-08-11,1115.91
2010-08-18,1080.64
2010-08-25,1121.55
2010-09-01,1127.73
2010-09-08,1143.0
2010-09-15,1247.22
2010-09-22,1369.27
2010-09-29,1499.73
2010-10-06,1630.0
2010-10-13,1705.64
2010-10-20,1707.91
2010-10-27,1855.0
2010-11-03,1810.0
2010-11-10,1800.0
2010-11-17,2208.7
2010-11-24,2231.2
2010-12-01,2225.0
2010-12-08,2223.38
2010-12-15,2266.2
2010-12-22,3982.5
2010-12-29,3394.44
2011-01-05,3603.12
2011-01-12,4287.5
2011-01-19,4070.78
2011-01-26,3097.22
2011-02-02,1764.29
2011-02-09,1793.7
2011-02-16,1530.0
2011-02-23,1412.5
2011-03-02,1300.0
2011-03-09,1010.71
2011-03-16,914.29
2011-03-23,914.29
2011-03-30,907.14
2011-04-06,845.71
2011-04-13,803.57
2011-04-20,807.14
2011-04-27,806.25
2011-05-04,775.0
2011-05-11,817.81
2011-05-18,741.25
2011-05-25,693.75
2011-06-01,659.09
2011-06-08,678.36
2011-06-15,715.91
2011-06-22,718.18
2011-06-29,801.11
2011-07-06,847.22
2011-07-13,898.56
2011-07-20,923.56
2011-07-27,1075.0
2011-08-03,1105.56
2011-08-10,1113.89
2011-08-17,1148.56
2011-08-24,1273.56
2011-08-31,1284.67
2011-09-07,1338.89
2011-09-14,1361.11
2011-09-21,1454.55
2011-09-28,1465.91
2011-10-05,1475.91
2011-10-12,1593.12
2011-10-19,1504.0
2011-10-26,1590.0
2011-11-02,1542.86
2011-11-09,1317.83
2011-11-16,1388.57
2011-11-23,1238.18
2011-11-30,1197.22
2011-12-07,1125.64
2011-12-14,1090.91
2011-12-21,1020.0
2011-12-28,1052.78
2012-01-04,910.0
2012-01-11,900.0
2012-01-18,856.3
2012-01-25,840.5
2012-02-01,847.5
2012-02-08,810.5
2012-02-15,841.67
2012-02-22,796.64
2012-02-29,788.89
2012-03-07,792.86
2012-03-14,842.5
2012-03-21,876.3
2012-03-28,875.0
2012-04-04,878.45
2012-04-11,889.82
2012-04-18,981.25
2012-04-25,955.0
2012-05-02,866.3
2012-05-09,888.89
2012-05-16,922.22
2012-05-23,864.0
2012-05-30,862.5
2012-06-06,878.0
2012-06-13,875.0
2012-06-20,887.5
2012-06-27,930.0
2012-07-04,965.91
2012-07-11,1050.0
